"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","sales","salary","income"
"9414",0.67,0.63,3,270,5,0,0,0,"sales","low",39675
"9415",0.64,0.62,4,145,3,1,0,0,"sales","low",31233
"9416",0.25,0.76,6,182,3,0,0,0,"accounting","low",35492
"9417",0.13,0.62,3,264,6,0,0,0,"accounting","low",39446
"9418",0.14,0.89,3,212,6,0,0,0,"accounting","low",28640
"9419",0.74,0.51,5,198,3,0,0,0,"hr","low",37639
"9420",0.8,0.81,5,200,3,0,0,0,"hr","low",37946
"9421",0.5,0.56,3,263,4,0,0,0,"hr","medium",53554
"9422",0.69,0.75,4,249,4,0,0,0,"hr","medium",41838
"9423",0.91,0.53,4,212,3,0,0,0,"technical","low",36516
"9424",0.8,0.51,3,159,3,0,0,0,"technical","low",38978
"9425",0.93,0.52,3,181,3,0,0,0,"technical","low",34298
"9426",0.57,0.99,3,100,4,1,0,0,"technical","low",33504
"9427",0.51,0.58,2,218,2,1,0,0,"technical","low",31489
"9428",0.98,0.54,4,178,3,0,0,0,"technical","low",25144
"9429",0.85,0.83,4,219,3,0,0,0,"technical","low",33677
"9430",0.73,0.56,5,239,3,0,0,0,"technical","low",38245
"9431",0.97,0.9,3,255,2,0,0,0,"technical","low",30311
"9432",0.52,0.61,4,163,2,0,0,0,"technical","low",36551
"9433",0.31,0.38,3,173,2,0,0,0,"technical","low",26033
"9434",0.49,0.77,3,147,3,0,0,0,"support","low",37820
"9435",0.81,0.44,4,166,4,1,0,0,"support","low",32025
"9436",0.52,0.8,5,209,2,0,0,0,"support","low",28877
"9437",0.69,0.56,5,271,3,0,0,0,"support","low",33741
"9438",0.7,0.74,3,253,4,1,0,0,"support","low",31489
"9439",0.65,0.85,4,233,2,0,0,0,"support","low",21627
"9440",0.54,0.71,2,194,2,0,0,0,"support","low",37475
"9441",0.57,0.49,2,237,2,0,0,0,"support","low",24309
"9442",0.78,0.9,4,238,2,0,0,0,"support","low",32039
"9443",0.99,0.92,4,212,3,0,0,0,"support","low",34979
"9444",0.57,0.83,5,189,3,0,0,0,"support","low",33290
"9445",0.33,0.58,3,115,3,0,0,0,"technical","low",37755
"9446",0.97,0.58,4,159,3,0,0,0,"technical","low",24277
"9447",0.95,0.58,5,133,3,0,0,0,"technical","low",38757
"9448",0.69,0.83,5,225,3,0,0,0,"management","low",36596
"9449",0.97,0.91,2,112,5,0,0,0,"IT","low",36009
"9450",0.4,0.59,3,111,4,1,0,0,"IT","low",34918
"9451",0.67,0.71,4,178,6,0,0,0,"IT","low",34704
"9452",0.96,0.58,5,178,3,0,0,0,"IT","low",30531
"9453",0.49,0.95,2,181,4,1,0,0,"IT","low",38776
"9454",0.56,0.66,3,139,2,0,0,0,"product_mng","low",34384
"9455",0.99,0.78,2,177,4,0,0,0,"product_mng","low",36010
"9456",0.49,0.88,4,270,3,0,0,0,"product_mng","low",22995
"9457",0.53,0.69,4,135,3,0,0,0,"product_mng","low",36409
"9458",0.75,0.5,4,166,4,0,0,0,"IT","low",37176
"9459",0.51,0.89,3,230,4,0,0,0,"marketing","low",28822
"9460",0.65,0.9,3,163,3,1,0,0,"marketing","medium",46476
"9461",0.45,0.66,2,236,3,0,0,0,"marketing","medium",45078
"9462",0.98,0.91,3,264,4,1,0,0,"marketing","medium",40997
"9463",0.9,0.74,3,185,2,0,0,0,"marketing","medium",47654
"9464",0.37,0.62,4,253,2,0,0,0,"marketing","medium",52174
"9465",0.52,0.99,4,253,3,0,0,0,"marketing","medium",59542
"9466",0.96,0.78,3,135,3,0,0,0,"sales","medium",56124
"9467",0.99,0.7,2,182,4,0,0,0,"accounting","medium",46096
"9468",0.66,0.56,5,202,3,0,0,0,"support","medium",55832
"9469",0.84,0.54,5,186,2,0,0,0,"technical","medium",58702
"9470",0.16,0.87,5,163,3,0,0,0,"management","medium",55887
"9471",0.75,0.59,3,242,3,0,0,0,"marketing","medium",62061
"9472",0.52,0.74,3,160,2,0,0,0,"marketing","high",70885
"9473",0.86,0.86,3,173,3,0,0,0,"marketing","low",39763
"9474",0.75,0.53,3,154,2,0,0,0,"sales","medium",47465
"9475",0.73,0.99,3,160,3,0,0,0,"sales","medium",40188
"9476",0.98,0.84,3,139,2,0,0,0,"sales","medium",62396
"9477",0.8,0.84,3,251,3,0,0,0,"sales","medium",64365
"9478",0.18,0.48,4,176,4,1,0,0,"sales","low",29889
"9479",0.37,0.72,2,163,3,0,0,0,"sales","low",37752
"9480",0.97,0.86,3,257,4,0,0,0,"sales","low",28062
"9481",0.56,0.68,4,159,3,0,0,0,"sales","low",38931
"9482",0.32,0.65,2,183,3,0,0,0,"sales","low",34074
"9483",0.63,0.88,4,260,2,0,0,0,"sales","low",30996
"9484",0.36,0.78,6,151,3,0,0,0,"sales","low",25758
"9485",0.75,0.49,4,246,3,1,0,0,"sales","low",15110
"9486",0.42,0.86,3,160,4,1,0,0,"sales","low",33622
"9487",0.96,0.66,3,155,2,0,0,0,"sales","low",32406
"9488",0.62,0.78,5,250,6,0,0,0,"sales","low",35543
"9489",0.78,0.96,2,174,3,0,0,0,"sales","low",31371
"9490",0.93,0.89,3,262,2,0,0,0,"sales","low",29360
"9491",0.93,0.87,4,257,2,0,0,0,"sales","low",39138
"9492",0.45,0.42,4,140,2,0,0,0,"sales","low",30033
"9493",0.44,0.56,3,123,3,0,0,0,"accounting","medium",62435
"9494",0.57,0.55,3,264,2,0,0,0,"accounting","medium",47752
"9495",0.77,0.51,2,254,5,0,0,0,"accounting","medium",63605
"9496",0.6,0.98,4,205,4,0,0,0,"hr","medium",43863
"9497",0.25,0.94,6,199,4,0,0,0,"hr","medium",59696
"9498",0.59,0.43,3,171,3,0,0,0,"hr","medium",46380
"9499",0.29,0.57,5,98,5,0,0,0,"hr","medium",51671
"9500",0.5,0.95,3,166,4,1,0,0,"technical","low",38316
"9501",0.91,0.94,4,264,4,0,0,0,"technical","low",36634
"9502",0.78,0.65,3,176,2,0,0,0,"technical","low",25822
"9503",0.73,0.76,2,166,3,0,0,0,"technical","low",34052
"9504",0.51,0.59,4,169,3,0,0,0,"technical","low",37650
"9505",0.65,0.82,4,257,3,0,0,0,"technical","low",39391
"9506",0.25,0.87,3,265,4,0,0,0,"technical","low",38271
"9507",0.5,0.63,5,167,2,0,0,0,"technical","low",35646
"9508",0.53,0.58,4,134,2,0,0,0,"technical","low",34024
"9509",0.57,0.76,2,176,3,0,0,0,"technical","low",35928
"9510",0.77,0.91,5,274,3,0,0,0,"technical","low",39063
"9511",0.94,0.77,3,201,3,0,0,0,"support","low",32320
"9512",0.5,0.53,3,121,4,0,0,0,"support","low",33403
"9513",0.47,0.57,3,97,4,0,0,0,"support","low",39415
"9514",0.92,0.54,4,217,4,0,0,0,"support","low",31690
"9515",0.9,0.87,3,220,3,0,0,0,"support","low",36683
"9516",0.54,0.46,2,98,4,0,0,0,"support","low",37058
"9517",0.58,0.97,5,265,3,0,0,0,"support","low",30432
"9518",0.95,0.87,3,201,3,0,0,0,"support","low",34292
"9519",0.52,0.71,3,151,3,0,0,0,"support","low",28869
"9520",0.83,0.51,4,199,3,0,0,0,"support","low",36409
"9521",0.54,0.92,4,175,3,0,0,0,"support","low",34417
"9522",0.8,0.85,5,253,3,1,0,0,"technical","low",33122
"9523",0.52,0.57,3,183,2,0,0,0,"technical","low",38611
"9524",0.83,0.8,5,223,3,0,0,0,"technical","low",18182
"9525",0.74,0.55,5,168,4,0,0,0,"management","low",32720
"9526",0.87,0.71,5,244,2,0,0,0,"IT","low",30503
"9527",0.45,0.87,2,268,4,1,0,0,"IT","low",24120
"9528",0.72,0.72,4,218,4,0,0,0,"IT","low",30402
"9529",0.27,0.85,2,277,6,1,0,0,"IT","low",29370
"9530",0.51,0.88,5,225,2,1,0,0,"IT","low",31671
"9531",0.55,0.55,4,257,3,0,0,0,"product_mng","low",39734
"9532",0.89,0.69,4,170,3,0,0,0,"product_mng","low",33479
"9533",0.85,0.86,3,179,3,0,0,0,"product_mng","low",36694
"9534",0.29,0.85,4,211,2,0,0,0,"product_mng","low",39396
"9535",0.96,0.5,3,217,2,1,0,0,"IT","low",33650
"9536",0.9,0.68,3,135,3,0,0,0,"RandD","low",25202
"9537",0.28,0.94,6,167,3,1,0,0,"RandD","low",37165
"9538",0.93,0.98,4,189,3,0,0,0,"RandD","medium",42910
"9539",0.51,0.57,3,162,3,1,0,0,"RandD","medium",64570
"9540",0.97,0.76,3,193,3,0,0,0,"RandD","medium",46017
"9541",0.71,0.55,4,273,3,1,0,0,"RandD","medium",46184
"9542",0.52,0.69,6,138,5,0,0,0,"marketing","medium",50814
"9543",0.87,0.84,4,237,3,1,0,0,"sales","medium",44713
"9544",0.78,0.61,5,260,2,0,0,0,"accounting","medium",43724
"9545",0.57,0.82,3,149,5,1,0,0,"support","medium",47991
"9546",0.34,0.49,4,149,3,0,0,0,"technical","medium",56258
"9547",0.95,0.95,4,137,4,0,0,0,"management","medium",55321
"9548",0.72,0.73,5,167,3,0,0,0,"marketing","medium",51842
"9549",0.61,0.37,4,165,6,0,0,0,"marketing","medium",45087
"9550",0.39,0.39,2,131,2,0,0,0,"marketing","high",75816
"9551",0.72,0.59,5,138,2,0,0,0,"sales","low",29858
"9552",0.86,0.91,4,234,3,1,0,0,"sales","medium",49169
"9553",0.69,0.67,4,141,3,0,0,0,"sales","medium",54950
"9554",0.5,0.65,4,266,3,1,0,0,"sales","medium",65775
"9555",0.62,0.68,3,134,2,0,0,0,"sales","medium",40174
"9556",0.76,0.55,4,147,3,0,0,0,"sales","low",39452
"9557",0.97,0.88,4,237,4,0,0,0,"sales","low",29468
"9558",0.78,0.57,5,114,4,0,0,0,"sales","low",38004
"9559",0.81,0.89,4,166,2,1,0,0,"sales","low",39317
"9560",0.15,0.95,4,173,5,1,0,0,"sales","low",38088
"9561",0.72,0.5,3,205,3,1,0,0,"sales","low",34714
"9562",0.8,0.5,3,219,3,0,0,0,"sales","low",35133
"9563",0.76,0.74,3,173,2,0,0,0,"sales","low",37937
"9564",0.19,0.73,4,231,3,0,0,0,"sales","low",36735
"9565",0.75,0.75,5,133,2,0,0,0,"sales","low",34207
"9566",0.94,0.49,4,220,3,0,0,0,"sales","low",34877
"9567",0.93,0.59,5,158,3,0,0,0,"sales","low",39213
"9568",0.96,0.92,3,182,4,0,0,0,"sales","low",27628
"9569",0.14,0.57,6,275,5,0,0,0,"sales","low",38694
"9570",0.75,0.71,3,237,3,1,0,0,"accounting","low",29652
"9571",0.6,0.59,5,146,4,0,0,0,"accounting","low",34181
"9572",0.65,0.48,4,144,3,0,0,0,"accounting","low",31805
"9573",0.59,0.79,2,195,3,0,0,0,"hr","low",37798
"9574",0.93,0.78,5,191,4,0,0,0,"hr","medium",60157
"9575",0.5,1,3,149,2,0,0,0,"hr","medium",47405
"9576",0.62,0.55,4,137,3,1,0,0,"hr","medium",52311
"9577",0.24,0.58,3,184,5,1,0,0,"technical","medium",43204
"9578",0.66,0.87,4,139,3,0,0,0,"technical","medium",43192
"9579",0.55,0.95,4,249,4,0,0,0,"technical","medium",55059
"9580",0.91,0.66,3,168,3,0,0,0,"technical","medium",60284
"9581",0.59,0.51,2,145,5,0,0,0,"technical","medium",65508
"9582",0.74,0.54,5,221,3,0,0,0,"technical","medium",58242
"9583",0.43,0.51,2,123,3,0,0,0,"technical","medium",62065
"9584",0.85,0.99,6,153,6,0,0,0,"technical","medium",64975
"9585",0.46,0.54,3,183,4,0,0,0,"technical","medium",43695
"9586",0.48,0.56,4,271,3,0,0,0,"technical","high",72009
"9587",0.96,1,4,167,2,1,0,0,"technical","low",37549
"9588",0.55,0.9,4,177,3,0,0,0,"support","medium",45683
"9589",0.82,0.74,3,256,3,1,0,0,"support","medium",51484
"9590",0.24,0.65,3,143,4,0,0,0,"support","medium",49726
"9591",0.69,0.71,3,241,3,0,0,0,"support","medium",58661
"9592",0.29,0.68,4,210,3,0,0,0,"support","low",33556
"9593",0.53,0.7,4,155,5,1,0,0,"support","low",30286
"9594",0.65,0.77,2,248,3,0,0,0,"support","low",33566
"9595",0.57,0.53,3,162,3,0,0,0,"support","low",35934
"9596",0.6,0.5,4,137,3,0,0,0,"support","low",37365
"9597",0.79,0.55,5,242,2,0,0,0,"support","low",39165
"9598",0.41,0.5,6,257,6,1,0,0,"support","low",39644
"9599",0.79,0.72,5,245,3,1,0,0,"technical","low",35896
"9600",0.5,0.8,3,234,3,0,0,0,"technical","low",36556
"9601",0.8,0.76,4,135,2,0,0,0,"technical","low",26149
"9602",0.61,0.79,5,269,2,0,0,0,"management","low",39583
"9603",0.99,0.68,4,238,3,0,0,0,"IT","low",32143
"9604",0.77,0.86,3,101,5,0,0,0,"IT","low",37692
"9605",0.7,0.52,5,200,2,1,0,0,"IT","low",39615
"9606",0.55,0.87,3,241,4,0,0,0,"IT","low",36768
"9607",0.87,0.63,3,143,3,1,0,0,"IT","low",39574
"9608",0.97,0.6,3,169,2,1,0,0,"product_mng","low",32320
"9609",0.56,0.99,4,270,2,0,0,0,"product_mng","low",29373
"9610",0.99,0.81,4,246,3,1,0,0,"product_mng","low",39553
"9611",0.57,0.66,4,151,2,0,0,0,"product_mng","low",38765
"9612",1,0.84,3,227,3,0,0,0,"IT","low",34958
"9613",0.97,0.74,3,134,3,1,0,0,"marketing","high",72468
"9614",0.81,0.54,4,155,4,0,0,0,"accounting","high",71213
"9615",0.76,0.48,5,173,3,0,0,0,"accounting","high",71157
"9616",0.95,0.55,5,134,3,0,0,0,"IT","medium",44673
"9617",0.81,0.65,3,195,2,0,0,0,"IT","medium",49788
"9618",0.8,0.65,3,264,4,0,0,0,"management","high",82888
"9619",0.72,0.57,3,203,2,1,0,0,"marketing","medium",46556
"9620",0.68,0.65,3,243,2,0,0,0,"sales","medium",42870
"9621",0.21,0.61,6,159,5,1,0,0,"accounting","medium",66145
"9622",0.46,0.4,3,145,2,0,0,0,"support","medium",62353
"9623",0.8,0.7,3,238,2,0,0,0,"technical","medium",56786
"9624",0.57,0.64,4,151,2,0,0,0,"management","medium",64907
"9625",0.58,0.57,5,205,2,0,0,0,"marketing","high",78523
"9626",0.91,1,4,211,3,0,0,0,"marketing","low",36788
"9627",0.63,0.67,5,169,2,0,0,0,"marketing","medium",64366
"9628",0.95,0.86,2,263,4,0,0,0,"sales","medium",43688
"9629",0.87,0.67,5,143,3,0,0,0,"sales","medium",69614
"9630",0.22,0.53,5,160,4,1,0,0,"sales","medium",49116
"9631",0.95,0.65,5,142,2,1,0,0,"sales","low",36398
"9632",0.18,0.5,4,169,4,0,0,0,"sales","low",30172
"9633",0.87,0.63,5,214,3,0,0,0,"sales","low",36441
"9634",0.23,0.84,5,131,5,0,0,0,"sales","low",31112
"9635",0.93,0.69,3,213,4,0,0,0,"sales","low",31858
"9636",0.58,0.75,4,244,4,0,0,0,"sales","low",31096
"9637",0.68,0.55,4,169,3,1,0,0,"sales","low",36094
"9638",0.76,0.71,4,156,3,0,0,0,"sales","low",26660
"9639",0.68,0.84,5,161,3,0,0,0,"sales","low",35048
"9640",0.99,0.47,3,152,5,0,0,0,"sales","low",37964
"9641",0.64,0.55,3,201,2,0,0,0,"sales","low",33946
"9642",0.61,0.83,5,269,5,1,0,0,"sales","low",33228
"9643",0.51,0.5,5,242,2,0,0,0,"sales","low",36673
"9644",0.69,0.66,3,113,4,0,0,0,"sales","low",39586
"9645",0.85,0.6,3,251,2,0,0,0,"sales","low",36867
"9646",0.55,0.89,6,99,3,0,0,0,"sales","low",37366
"9647",0.56,0.89,4,263,3,0,0,0,"accounting","low",25732
"9648",0.69,0.68,4,214,4,0,0,0,"accounting","low",34993
"9649",0.61,0.46,4,172,3,0,0,0,"accounting","low",34694
"9650",0.47,0.65,4,172,2,0,0,0,"hr","low",34652
"9651",0.58,0.79,4,196,3,1,0,0,"hr","low",36445
"9652",0.16,0.56,5,152,5,0,0,0,"hr","medium",47810
"9653",0.53,0.64,2,109,3,0,0,0,"hr","medium",46170
"9654",0.82,0.82,5,193,4,0,0,0,"technical","medium",44473
"9655",0.68,0.61,4,227,3,0,0,0,"technical","medium",63133
"9656",0.6,0.72,3,181,2,0,0,0,"technical","medium",48100
"9657",0.93,0.44,5,190,5,0,0,0,"technical","medium",48560
"9658",0.58,0.49,2,107,3,0,0,0,"technical","medium",47872
"9659",0.61,0.96,4,161,3,1,0,0,"technical","medium",58149
"9660",0.74,0.71,4,243,3,0,0,0,"technical","medium",48142
"9661",0.88,0.91,3,157,2,0,0,0,"technical","medium",57716
"9662",0.94,0.8,6,147,3,0,0,0,"technical","medium",47616
"9663",0.44,0.46,3,121,3,0,0,0,"technical","medium",41151
"9664",0.73,0.52,3,274,2,0,0,0,"technical","high",73485
"9665",0.9,0.68,4,204,4,1,0,0,"support","low",25009
"9666",0.97,0.49,3,199,2,0,0,0,"support","medium",48282
"9667",0.86,0.96,5,246,3,0,0,0,"support","medium",44717
"9668",0.81,0.98,3,141,3,0,0,0,"support","medium",63934
"9669",0.24,0.76,6,213,4,0,0,0,"support","medium",62024
"9670",0.92,0.97,4,199,3,0,0,0,"support","low",29308
"9671",0.34,0.62,2,257,6,1,0,0,"support","low",38938
"9672",0.95,0.53,4,143,3,0,0,0,"support","low",39301
"9673",0.94,0.81,3,150,2,0,0,0,"support","low",16229
"9674",0.54,0.82,3,284,2,1,0,0,"support","low",25009
"9675",0.87,0.57,3,149,3,0,0,0,"support","low",34787
"9676",0.54,0.74,4,160,6,0,0,0,"technical","low",26881
"9677",0.75,0.49,4,208,4,0,0,0,"technical","low",31881
"9678",0.88,1,3,248,3,0,0,0,"technical","medium",52686
"9679",0.78,0.86,3,210,3,0,0,0,"management","medium",52074
"9680",0.88,0.71,5,219,2,0,0,0,"IT","medium",56818
"9681",0.51,0.94,4,155,3,0,0,0,"IT","medium",69461
"9682",0.31,0.7,4,182,3,0,0,0,"IT","medium",50528
"9683",0.22,1,6,244,3,0,0,0,"IT","medium",53444
"9684",0.56,0.83,5,157,3,0,0,0,"IT","medium",66942
"9685",0.38,0.63,2,182,2,0,0,0,"product_mng","medium",52685
"9686",0.56,0.47,5,185,4,0,0,0,"product_mng","medium",60389
"9687",0.55,0.9,4,206,3,0,0,0,"product_mng","medium",49081
"9688",0.74,0.99,4,156,3,0,0,0,"product_mng","medium",51886
"9689",0.64,0.92,5,211,2,1,0,0,"IT","medium",51614
"9690",0.69,0.91,6,247,6,0,0,0,"RandD","medium",48448
"9691",0.99,0.54,3,247,3,0,0,0,"RandD","medium",58364
"9692",0.66,0.75,4,235,3,0,0,0,"RandD","medium",63632
"9693",0.79,0.93,5,169,3,0,0,0,"RandD","medium",53173
"9694",0.92,0.54,3,246,3,0,0,0,"RandD","medium",54260
"9695",0.84,0.49,3,172,4,0,0,0,"RandD","medium",55698
"9696",0.31,0.59,4,218,5,0,0,0,"marketing","medium",61333
"9697",0.34,0.52,6,265,6,0,0,0,"sales","medium",48095
"9698",0.88,0.96,5,173,4,0,0,0,"accounting","medium",59813
"9699",0.8,0.84,3,195,3,0,0,0,"support","medium",47381
"9700",0.75,0.92,3,160,3,1,0,0,"technical","medium",58028
"9701",0.71,0.7,4,237,4,0,0,0,"management","medium",51666
"9702",0.66,0.49,3,206,2,0,0,0,"marketing","medium",60534
"9703",0.54,0.72,6,222,5,0,0,0,"marketing","high",74266
"9704",0.47,0.4,3,113,3,0,0,0,"marketing","high",72092
"9705",0.87,0.79,3,244,3,0,0,0,"sales","high",72468
"9706",0.9,0.52,3,162,2,0,0,0,"sales","high",72544
"9707",0.51,0.63,3,234,2,0,0,0,"sales","high",70133
"9708",0.62,0.71,4,168,2,0,0,0,"sales","high",71127
"9709",0.47,0.43,3,120,3,0,0,0,"sales","high",82659
"9710",0.59,0.94,5,274,2,0,0,0,"sales","high",80075
"9711",0.87,0.62,4,202,3,0,0,0,"sales","high",82103
"9712",0.59,0.97,3,209,3,0,0,0,"sales","high",75271
"9713",0.87,0.71,6,224,6,0,0,0,"sales","high",72488
"9714",0.89,0.93,3,168,2,0,0,0,"sales","high",73480
"9715",0.73,0.68,4,227,3,0,0,0,"sales","low",35073
"9716",0.79,0.98,3,217,3,0,0,0,"sales","low",27864
"9717",0.8,0.74,2,205,3,1,0,0,"sales","low",38327
"9718",0.73,0.89,5,223,3,0,0,0,"sales","low",36508
"9719",0.96,0.9,3,175,3,1,0,0,"sales","low",33604
"9720",0.66,0.96,3,175,2,0,0,0,"sales","low",39724
"9721",0.53,0.97,4,254,3,0,0,0,"sales","low",35605
"9722",0.86,0.56,5,215,2,0,0,0,"sales","low",38244
"9723",0.92,0.86,3,166,4,0,0,0,"sales","low",38510
"9724",0.31,0.95,5,205,3,0,0,0,"accounting","low",35517
"9725",0.69,0.73,4,233,2,0,0,0,"accounting","low",39543
"9726",0.7,0.83,3,189,3,0,0,0,"accounting","low",31149
"9727",0.63,0.74,4,202,3,0,0,0,"hr","low",37892
"9728",0.24,0.53,6,165,5,0,0,0,"hr","low",36329
"9729",0.13,0.94,4,213,5,1,0,0,"hr","low",32849
"9730",0.47,0.41,2,140,3,0,0,0,"hr","medium",47089
"9731",0.53,0.58,4,251,2,0,0,0,"technical","medium",49636
"9732",0.96,0.96,5,243,3,0,0,0,"technical","medium",42647
"9733",0.92,0.88,4,111,4,0,0,0,"technical","medium",54447
"9734",0.56,0.59,3,178,2,0,0,0,"technical","medium",40342
"9735",0.51,0.88,5,230,4,0,0,0,"technical","medium",55645
"9736",0.22,0.85,6,172,6,1,0,0,"technical","medium",57885
"9737",0.83,0.92,3,268,2,1,0,0,"technical","medium",40064
"9738",0.85,0.48,2,208,4,0,0,0,"technical","medium",54582
"9739",0.85,0.92,3,188,4,0,0,0,"technical","medium",54885
"9740",0.85,0.9,5,247,2,0,0,0,"technical","medium",48980
"9741",0.73,0.82,4,205,4,0,0,0,"technical","medium",43929
"9742",0.18,0.52,3,213,4,0,0,0,"support","high",72878
"9743",0.63,0.87,4,145,3,1,0,0,"support","high",89328
"9744",0.5,0.48,2,106,2,0,0,0,"support","high",71680
"9745",0.63,0.47,3,180,3,1,0,0,"support","high",76179
"9746",0.15,0.95,4,251,5,0,0,0,"support","high",70365
"9747",0.96,0.69,4,156,5,0,0,0,"support","high",72399
"9748",0.96,0.91,5,179,2,0,0,0,"support","high",73363
"9749",0.31,0.51,4,229,6,0,0,0,"support","high",70765
"9750",0.59,0.49,4,149,4,0,0,0,"support","low",33443
"9751",0.75,0.98,4,198,3,0,0,0,"support","low",37651
"9752",0.96,0.51,3,241,6,1,0,0,"support","low",27574
"9753",0.69,0.67,4,156,3,0,0,0,"technical","low",28770
"9754",0.92,0.89,3,220,2,0,0,0,"technical","low",36175
"9755",0.96,0.82,5,185,3,0,0,0,"technical","low",29886
"9756",0.67,0.7,4,222,3,0,0,0,"management","low",27343
"9757",0.49,0.56,3,221,3,1,0,0,"IT","low",38899
"9758",0.85,0.65,4,280,3,1,0,0,"IT","medium",56252
"9759",0.85,0.53,3,250,3,0,0,0,"IT","medium",42600
"9760",0.91,0.77,4,167,3,1,0,0,"IT","medium",60329
"9761",0.7,0.48,4,238,3,0,0,0,"IT","medium",60866
"9762",0.98,0.99,4,132,2,0,0,0,"product_mng","medium",44827
"9763",0.48,0.48,2,245,5,0,0,0,"product_mng","medium",45803
"9764",0.39,0.6,2,161,2,0,0,0,"product_mng","medium",40035
"9765",0.66,0.89,3,242,3,0,0,0,"product_mng","medium",51788
"9766",0.6,0.61,3,104,5,0,0,0,"IT","medium",48314
"9767",0.88,0.9,4,152,4,0,0,0,"RandD","medium",63402
"9768",0.85,0.83,3,226,2,0,0,0,"RandD","medium",69138
"9769",0.76,0.81,3,175,3,0,0,0,"RandD","medium",44473
"9770",1,0.67,5,241,4,0,0,0,"RandD","medium",45011
"9771",0.79,0.74,2,158,3,0,0,0,"RandD","medium",41296
"9772",0.63,0.52,5,226,4,0,0,0,"marketing","medium",43253
"9773",0.5,0.83,2,220,2,1,0,0,"sales","medium",40785
"9774",0.83,0.74,4,233,3,0,0,0,"accounting","medium",60461
"9775",0.71,0.81,3,141,3,0,0,0,"support","medium",44043
"9776",0.94,0.87,4,157,3,0,0,0,"technical","medium",64680
"9777",0.56,0.57,2,112,4,0,0,0,"management","medium",44814
"9778",0.78,0.71,4,216,2,0,0,0,"marketing","medium",42763
"9779",0.34,0.46,5,131,3,0,0,0,"marketing","medium",59942
"9780",0.62,0.67,3,212,3,0,0,0,"marketing","medium",62114
"9781",0.82,0.74,3,163,2,0,0,0,"sales","high",72270
"9782",0.42,0.5,2,151,3,0,0,0,"sales","low",35476
"9783",0.51,0.79,3,137,3,0,0,0,"sales","medium",55048
"9784",0.63,0.78,2,158,5,1,0,0,"sales","medium",50643
"9785",0.43,0.81,3,102,3,0,0,0,"sales","medium",66374
"9786",0.5,0.49,5,256,3,0,0,0,"sales","medium",68256
"9787",0.81,0.87,4,203,2,0,0,0,"sales","medium",57957
"9788",0.63,0.7,5,177,2,1,0,0,"sales","medium",46921
"9789",0.86,0.7,4,197,3,0,0,0,"sales","medium",55170
"9790",0.92,0.91,3,202,2,0,0,0,"sales","medium",44666
"9791",0.72,0.78,3,229,2,0,0,0,"sales","medium",56936
"9792",0.78,0.63,4,181,2,0,0,0,"sales","medium",64399
"9793",0.76,0.65,3,254,2,0,0,0,"sales","low",35673
"9794",0.84,0.63,2,162,3,0,0,0,"sales","low",36219
"9795",0.78,0.54,4,102,3,0,0,0,"sales","low",38740
"9796",0.57,0.59,4,197,3,0,0,0,"sales","low",37918
"9797",0.15,0.42,3,98,3,0,0,0,"sales","low",21518
"9798",0.69,0.77,3,232,2,0,0,0,"sales","low",23240
"9799",0.73,0.6,3,252,4,1,0,0,"sales","low",39921
"9800",0.96,0.54,5,161,3,1,0,0,"accounting","high",73496
"9801",0.91,0.78,4,169,4,0,0,0,"accounting","low",29211
"9802",0.58,0.97,2,216,3,0,0,0,"accounting","high",77665
"9803",0.84,0.56,3,266,3,0,0,0,"hr","high",73445
"9804",0.51,0.58,3,141,3,0,0,0,"hr","low",31345
"9805",0.71,0.95,4,249,3,0,0,0,"hr","low",33654
"9806",0.63,0.82,5,268,3,0,0,0,"hr","high",77676
"9807",0.66,0.51,3,192,3,0,0,0,"technical","low",33913
"9808",0.5,0.8,6,201,5,0,0,0,"technical","medium",62963
"9809",0.56,0.89,3,163,3,1,0,0,"technical","high",76941
"9810",0.57,0.46,3,167,4,0,0,0,"technical","medium",62237
"9811",0.7,0.65,5,202,3,1,0,0,"technical","medium",47836
"9812",0.84,0.62,5,245,4,0,0,0,"technical","medium",54153
"9813",0.33,0.59,3,243,2,0,0,0,"technical","medium",54924
"9814",0.64,0.94,3,204,2,0,0,0,"technical","high",77225
"9815",0.93,0.54,4,239,2,0,0,0,"technical","medium",41489
"9816",1,0.58,4,229,2,1,0,0,"technical","medium",40920
"9817",0.91,0.49,3,213,4,0,0,0,"technical","medium",47140
"9818",0.56,0.59,5,254,4,0,0,0,"support","high",74608
"9819",0.62,0.52,6,253,4,0,0,0,"support","medium",65810
"9820",0.98,0.68,4,253,3,0,0,0,"support","high",76308
"9821",0.96,0.85,5,211,4,0,0,0,"support","low",34499
"9822",0.61,0.99,5,98,2,0,0,0,"support","medium",55548
"9823",0.92,0.66,4,133,3,0,0,0,"support","medium",69976
"9824",0.58,0.67,5,265,3,0,0,0,"support","medium",45267
"9825",0.47,0.49,2,112,3,1,0,0,"support","medium",54639
"9826",0.87,0.7,3,224,3,0,0,0,"support","low",38913
"9827",0.8,0.64,5,180,2,0,0,0,"support","low",36556
"9828",0.54,0.53,3,203,2,0,0,0,"support","low",39818
"9829",0.14,0.83,6,275,6,0,0,0,"technical","low",31745
